Date,Order,Slug,Origin,Producer,Guest number,Guest info
141207,5,MUSIC ESSAY A LOVE SUPREME AT 50,S,"W,M",0,[]
141207,6,CFB PLAYOFFS WHY NOT MORE,S,"W,F",3,"['W,M', 'W,M', 'W,F']"
141207,7,FERGUSON FORWARD,D,"L,F",5,"['W,M', 'W,M', 'B,M', 'B,M', 'B,F']"
141207,8,WOMEN IN MEANT,D,"B,F",4,"['W,F', 'W,F', 'W,F', 'W,F']"
141207,9,BOOK STORIES OF MY LIFE,S,"W,F",1,"['W,F']"
141213,0,DC PROTEST TWO WAY,S,"W,F",3,"['W,F', 'B,M', 'B,F']"
141213,1,KENOSHA POLICE SHOOTING,S,"W,M",2,"['W,M', 'W,F']"
141213,2,GITMO LAWYER,S,"W,M",1,"['W,M']"
141213,3,RIKERS MENTALLY ILL TRIAL,D,"W,F",2,"['O,M', 'W,M']"
141213,4,MOVIE INHERENT VICE,S,"B,F",1,"['W,M']"
141213,5,MBB RUBEN VIVES,S,"W,M",1,"['L,M']"
141213,6,PUTIN'S KLEPTOCRACY,S,"W,F",1,"['W,F']"
141213,7,ENCORE RUSSIA PUPPET CLOCK,D,"W,M",0,[]
141213,8,FUZZ BOX,D,"W,F",4,"['W,M', 'W,M', 'W,M', 'A,M']"
141213,9,MUSIC ROCK AND ROLL HALL OF FAME SNUBS,S,"W,M",0,[]
141214,0,SANDY HOOK LESSONS,D,"W,M",3,"['W,F', 'W,F', 'W,F']"
141214,1,CARBERRY EXIT INTERVIEW,S,"W,F",1,"['W,M']"
141214,2,URBAN COMBAT TRAINING,S,"W,F",1,"['W,M']"
141214,3,LA COUNTY MASS BURIAL,S,"W,M",5,"['B,M', 'W,M', 'W,M', 'W,F', 'W,F']"
141214,4,BOOK EL DEAFO,S,"W,F",1,"['W,F']"
141214,5,SEA OTTERS,D,"W,M",2,"['W,M', 'W,M']"
141214,6,PROFILING DATABASE,S,"B,F",1,"['B,M']"
141214,7,#BLACKMENDREAM,S,"B,F",1,"['B,M']"
141214,8,NFL RED ZONE,S,"W,F",2,"['W,M', 'W,M']"
141220,0,SONY HACK NORTH KOREAN COMMUNITY,S,"W,M",1,"['W,F']"
141220,1,HOLLYWOOD'S KOWTOWING HISTORY,S,"W,M",1,"['W,M']"
141220,2,PAKISTAN LATEST,S,"A,F",1,"['W,M']"
141220,3,SOUTH AMERICAN ABORTION CLINICS,S,"W,F",1,"['W,M']"
141220,4,MONTANA CASTLE DOCTRINE,D,"W,M",4,"['W,F', 'W,F', 'W,M', 'W,M']"
141220,5,INTO THE WOODS AND ANNIE,S,"B,F",2,"['W,F', 'W,M']"
141220,6,SOUND LINKED TO TASTE,S,"W,M",1,"['W,M']"
141220,7,CUBA UPDATE,S,"W,M",1,"['W,F']"
141220,8,CUBAN CIGAR MARKET,S,"W,F",1,"['W,M']"
141220,9,BOOK OF ALL THE GIN JOINTS,S,"W,M",1,"['W,M']"
141221,0,BROOKLYN POLICE KILLED LATEST,S,"W,M",1,"['W,M']"
141221,1,RUSSIA ECONOMY 2WAY,S,"W,M",1,"['W,M']"
141221,2,CHILDREN SEEK ASYLUM,S,"W,F",3,"['L,M', 'W,F', 'L,F']"
141221,3,A NEW REALITY FOR CUBAN AMERICANS,D,"W,M",4,"['L,F', 'L,M', 'L,M', 'L,M']"
141221,4,CUBA MUST READ,D,"W,F",1,"['L,M']"
141221,5,IGUALA DISAPPEARED STUDENTS,S,"W,F",1,"['W,M']"
141221,6,MBB EMILY BLUNT,S,"W,M",1,"['W,F']"
141221,7,WHITENESS PROJECT,D,"B,F",2,"['W,M', 'W,F']"
141221,8,RAMALLAH HANNUKAH US VISITOR,D,"W,F",1,"['W,F']"
141221,9,READING PA CHRISTMAS TREE,D,"W,M",5,"['L,M', 'W,M', 'W,F', 'L,F', 'O,F']"
141221,10,MUSIC ANTHONY HAMILTON,S,"W,M",1,"['B,M']"
141227,0,NY POLICE FUNERAL,D,"W,M",3,"['W,M', 'W,M', 'L,M']"
141227,1,HISTORY OF POLICE FUNERALS,D,"W,M",2,"['W,M', 'W,M']"
141227,2,CHECK IN CA DROUGHT,S,"W,M",1,"['W,M']"
141227,3,CHECK IN WV WATER,S,"W,M",3,"['W,F', 'A,M', 'W,M']"
141227,4,CHECK IN HEROIN IN PITTSBURGH,S,"W,M",2,"['W,M', 'W,M']"
141227,5,MARS CHECK IN,S,"B,F",1,"['W,F']"
141227,6,YEAR WITHOUT GOD CHECK IN,S,"B,F",1,"['W,M']"
141227,7,RURAL PLUMBER CHECK IN,S,"B,F",2,"['W,M', 'W,M']"
141227,8,SELMA,D,"B,F",3,"['B,M', 'B,M', 'B,F']"
141227,9,BOOK SIDEWALKS FACES IN THE CROWD,S,"W,F",1,"['L,F']"
141227,10,BOOK LADY PARTS,S,"W,F",1,"['W,F']"
141227,11,MUSIC JOHN MCNEIL,S,"W,M",1,"['W,M']"
141228,0,SIERRA LEONE EBOLA DOC,S,"W,F",1,"['W,M']"
141228,1,EBOLA MISSIONARIES,D,"W,M",3,"['W,M', 'W,M', 'W,M']"
141228,2,WORDS OF 2014,S,"B,F",1,"['W,M']"
141228,3,MARION DOWNS OBIT,S,"W,F",3,"['W,F', 'W,M', 'A,F']"
141228,4,KENT COCHRANE OBIT,S,"W,F",1,"['W,F']"
141228,5,THE LAST RADIUM GIRL,S,"W,F",2,"['W,F', 'W,F']"
141228,6,ALOHA DALIRE OBIT,S,"A,F",2,"['A,F', 'A,F']"
141228,7,SAUL ZAENTZ OBIT,S,"W,M",1,"['W,F']"
141228,8,LILY MCBETH OBIT,S,"A,F",1,"['W,F']"
141228,9,POTATO CHIP LADY,S,"W,F",2,"['W,M', 'W,F']"
141228,10,DRUNK BIRDS,S,"W,F",1,"['W,M']"
141228,11,BOOK SPRINGFIELD ROAD,S,"W,F",1,"['B,F']"
141228,12,MUSICIANS WE LOST,S,"W,M",0,[]
140329,0,IMMIGRATION T&C,S,"W,F",1,"['L,F']"
140329,1,LATINOS AND IMMIGRATION POLITICS,D,"L,M",3,"['W,M', 'L,M', 'W,M']"
140329,2,TIRED OF CHECKPOINTS,D,"W,M",2,"['W,M', 'L,F']"
140329,3,MUDSLIDE INSURANCE,S,"A,F",2,"['W,F', 'W,M']"
140329,4,WVA WATER UPDATE,D,"W,M",3,"['W,M', 'W,F', 'W,M']"
140329,5,WOMENS SPORTS AND POLITICS,D,"W,F",3,"['W,F', 'W,F', 'W,F']"
140329,6,CAMPAIGN B ROLL,S,"W,M",1,"['W,F']"
140329,7,NEW AND NEXT,S,"B,F",1,"['B,M']"
140329,8,MOVIE: NOAH,S,"B,F",1,"['W,M']"
140329,9,BEHIND THE SCENES: JG QUINTEL REGULAR SHOW,S,"W,M",3,"['W,M', 'L,M', 'W,F']"
140330,0,HEALTH CARE DEADLINE,S,"W,M",5,"['W,F', 'W,F', 'W,F', 'W,F', 'W,M']"
140330,1,HEALTH CARE DEADLINE PIECE,D,"W,F",1,"['W,M']"
140330,2,HIGH SKILLED VISA DEADLINE,S,"W,F",2,"['W,M', 'A,M']"
140330,3,3 PLUS PARENTS,D,"W,F",5,"['W,M', 'W,F', 'W,F', 'W,M', 'W,F']"
140330,4,KIDS TABLE BOOKS THAT WON'T BORE,S,"W,F",1,"['W,F']"
140330,5,BOOK THE CORPSE WASHER,S,"W,F",1,"['M,M']"
140330,6,MBB CESAR MILLAN,S,"W,M",1,"['L,M']"
140330,7,MUSIC BLACK LIPS,S,"W,M",2,"['W,M', 'W,M']"
150103,0,IRAQ ISIS 2015,D,"W,F",3,"['M,F', 'M,M', 'B,M']"
150103,1,MINIMUM WAGE INCREASES,S,"W,F",2,"['W,M', 'W,F']"
150103,2,STARTING OVER SANDWICH SHOP,D,"W,F",2,"['A,F', 'W,M']"
150103,3,TRANS SUICIDE,S,"W,F",1,"['W,F']"
150103,4,PALLIATIVE CARE DOC,D,"W,F",4,"['W,M', 'W,F', 'O,M', 'W,F']"
150103,5,LEVIATHAN,D,"M,M",2,"['W,M', 'W,M']"
150103,6,MBB MIREYA MAYOR,S,"W,M",1,"['L,F']"
150103,7,NEW GENERATION OF FARMERS,D,"W,F",5,"['L,F', 'W,M', 'W,M', 'W,M', 'W,F']"
150103,8,CEREAL NOSTALGIA,S,"W,F",1,"['W,M']"
150103,9,MUSIC WHAT'S COMING IN 2015,S,"W,M",1,"['W,M']"
150104,0,BOSTON BOMBINB JURY SELECTION,S,"W,M",1,"['L,M']"
150104,1,MILITARY KIDS AND SCHOOL 4,D,"A,F",6,"['W,M', 'W,F', 'W,M', 'W,F', 'W,F', 'W,F']"
150104,2,STUART SCOTT OBIT,S,"W,M",1,"['B,M']"
150104,3,ELECTRONICS GRAVEYARD,S,"W,F",1,"['B,F']"
150104,4,MUSIC BETTO ARCOS,S,"W,M",1,"['L,M']"
150104,5,STARTING OVER LIFE COACH,D,"W,M",2,"['W,F', 'W,F']"
150104,6,NIX THE THANK YOU NOTE,S,"B,F",1,"['W,M']"
150104,7,2015 TV LOOKAHEAD,D,"B,M",2,"['W,M', 'B,M']"
150104,8,BOOK SILVER SCREEN FIEND,S,"W,F",1,"['W,M']"
150111,0,GUANTANAMO CHECKIN,S,"W,F",1,"['W,F']"
150111,1,KSM & CIA,S,"W,M",1,"['W,M']"
150111,2,KEYSTONE & CUSHING OK,S,"W,F",2,"['W,M', 'W,M']"
150111,3,COVERING THE 2016 ELECTION,S,"W,M",1,"['W,M']"
150111,4,HAITI UPDATE,S,"B,F",1,"['W,F']"
150111,5,LITTLE BIG TOWN,D,"W,F",4,"['W,M', 'W,M', 'W,F', 'W,F']"
150111,6,CYBERSECURITY AND HACKING,S,"W,F",1,"['W,M']"
150111,7,FRANCE UNITY RALLY,D,"W,F",5,"['W,M', 'W,F', 'W,M', 'B,M', 'W,M']"
150111,8,BOOK THE FIRST BAD MAN,S,"W,F",1,"['W,F']"
150111,9,YOSEMITE CLIMBERS,S,"W,F",1,"['W,M']"
150110,0,PARIS UPDATE,S,"W,F",2,"['W,F', 'M,M']"
150110,1,AQ IN YEMEN,S,"W,F",1,"['M,M']"
150110,2,DEPICTING MUHAMMAD,S,"W,M",1,"['M,M']"
150110,3,TRANSGENDER MEDICAL COVERAGE,D,"W,M",3,"['A,F', 'W,M', 'W,F']"
150110,4,COURTROOM SKETCH ARTIST,S,"W,M",1,"['W,F']"
150110,5,3D DNA MAP,S,"A,F",1,"['A,M']"
150110,6,WE WANT BETTER BATTERIES,S,"W,M",1,"['W,M']"
150110,7,RETURN OF FOIE GRAS,S,"W,F",5,"['W,M', 'W,M', 'W,M', 'W,F', 'W,F']"
150110,8,MILLION DOLLAR BASEBALL CARDS,S,"W,M",3,"['W,F', 'W,F', 'W,F']"
150110,9,BOOK BLOOD OF THE TIGER,S,"W,F",1,"['W,F']"
150110,10,MUSIC MARK RONSON,S,"B,F",1,"['W,M']"
150117,0,SCOTUS TAKES GAY MARRIAGE,D,"L,M",3,"['W,M', 'W,M', 'W,M']"
150117,1,DOJ HALTS SEIZED ASSETS,S,"W,M",1,"['W,M']"
150117,2,FILM LONDON MICROWAVE,S,"B,F",1,"['A,F']"
150117,3,US SYRIA,D,"W,F",4,"['M,M', 'M,M', 'W,M', 'W,M']"
150117,4,BDO WORLD DARTS CHAMPIONSHIP,S,"W,M",1,"['W,M']"
150117,5,MOVIE BLACKHAT,S,"B,F",1,"['W,M']"
150117,6,DOG TECHNOLOGY,S,"W,M",1,"['W,F']"
150117,7,CALEXICO PD INVESTIGATION,S,"W,F",1,"['W,F']"
150117,8,BOOK TURNING 15 ON THE ROAD TO FREEDOM,S,"W,F",1,"['B,F']"
150117,9,MBB TWO WAY / ENCORE,S,"W,M",4,"['W,M', 'L,M', 'A,M', 'W,M']"
150118,0,GUINEA EBOLA LATEST,S,"W,F",1,"['B,F']"
150118,1,SOTU SET UP CHAT,S,"W,M",1,"['W,M']"
150118,2,KAISER MENTAL HEALTH STRIKE,S,"W,F",3,"['W,F', 'W,M', 'W,F']"
150118,3,FLASH BANG INVESTIGATION,S,"W,M",1,"['W,F']"
150118,4,NATIVE AM TREATIES EXHIBIT,D,"A,M",3,"['O,M', 'W,M', 'O,F']"
150118,5,BRITISH LIBRARY SOUND ARCHIVE,S,"W,M",1,"['W,M']"
150118,6,LIFE IN WHITTIER ALASKA,S,"W,M",3,"['W,F', 'W,F', 'W,M']"
150118,7,UVA FRATERNITIES,D,"W,F",5,"['B,M', 'W,M', 'W,M', 'B,M', 'W,M']"
150118,8,BOOK THE GIRL FROM HUMAN STREET,S,"W,F",1,"['W,M']"
150118,9,MBB FITZ AND THE TANTRUMS,S,"B,F",2,"['W,M', 'B,F']"
150125,0,OBAMA INDIA DAY ONE WRAP,S,"W,M",2,"['W,F', 'B,M']"
150125,1,UKRAINE WAR,S,"W,M",1,"['W,M']"
150125,2,ACADEMY MEMBERSHIP & DIVERSITY,S,"W,M",1,"['B,M']"
150125,3,VETO OVERRIDES,S,"W,M",2,"['W,F', 'B,M']"
150125,4,DEFLATED FOOTBALLS,S,"W,M",3,"['W,M', 'B,M', 'W,M']"
150125,5,MUSIC DOOMTREE,S,"W,M",2,"['W,F', 'B,M']"
150125,6,MBB TOM TORO,S,"W,M",1,"['W,M']"
150125,7,FL FLOOD DEVELOPMENT,S,"W,F",1,"['W,F']"
150125,8,BOOK FATHERLAND,S,"W,F",1,"['W,F']"
150125,9,BLACK DOLL SHOW,S,"B,F",4,"['B,F', 'B,F', 'O,F', 'B,F']"
150124,0,FREEDOM SUMMIT,S,"W,M",3,"['W,M', 'W,M', 'W,M']"
150124,1,CARRIE KAHN IN CUBA,S,"W,M",1,"['W,F']"
150124,2,MEASLES UPDATE,S,"W,F",1,"['W,M']"
150124,3,BOOK GOD GUNS GRITS AND GRAVY,S,"W,M",1,"['W,M']"
150124,4,GARSD WWE,D,"L,F",4,"['W,M', 'W,M', 'W,M', 'W,M']"
150124,5,INSIDE ALZHEIMERS PT 1,S,"W,F",1,"['W,M']"
150124,6,AUTISM AND MUSEUMS,D,"W,F",6,"['W,M', 'W,M', 'W,F', 'W,M', 'A,M', 'A,M']"
150124,7,PC WORKPLACE CREATIVITY,S,"W,F",1,"['B,F']"
150124,8,BOOK DRIVING THE KING,S,"W,F",1,"['B,M']"
150124,9,COMEDY TREVOR NOAH,S,"B,F",1,"['B,M']"
140322,0,VALDEZ OIL SPILL 25 YEARS LATER,S,"W,M",5,"['W,M', 'W,M', 'W,M', 'W,M', 'W,M']"
140322,1,EXXON VALDEZ ECO,D,"W,F",4,"['W,M', 'W,M', 'W,M', 'W,F']"
140322,2,CHEVRON IN THE AMAZON,S,"A,F",1,"['W,M']"
140322,3,CRIMEA LATEST,S,"W,M",1,"['W,M']"
140322,4,SPAIN CRIMEA PARALLEL,D,"W,F",2,"['W,M', 'W,M']"
140322,5,VENTURE CAPITAL PREJUDICE,S,"W,F",1,"['W,F']"
140322,6,NYMPHOMANIAC VOL 1,D,"W,M",0,[]
140322,7,FATAL ACCIDENT ON SET,S,"W,M",1,"['W,M']"
140322,8,WAITING FOR 2042,S,"W,F",1,"['A,M']"
140322,9,THE NEW AND THE NEXT,S,"W,M",1,"['B,M']"
140322,10,MUSIC SKRILLEX,S,"W,F",1,"['W,M']"
140323,0,WASHINGTON MUDSLIDE,S,"W,M",1,"['W,M']"
140323,1,BORDER WOMEN CROSSING,S,"W,M",2,"['W,M', 'W,M']"
140323,2,BORDER PIECE,D,"W,F",4,"['L,F', 'L,F', 'W,M', 'L,M']"
140323,3,BOOK THE SOBER TRUTH,S,"W,M",1,"['W,M']"
140323,4,CA PRISON PROBLEM,S,"W,F",5,"['W,F', 'W,F', 'L,F', 'L,F', 'O,M']"
140323,5,DODGERS TV DEAL,S,"W,F",4,"['L,M', 'W,M', 'W,M', 'W,M']"
140323,6,MBB MIKE BIRBIGLIA,S,"W,M",1,"['W,M']"
140323,7,MUSIC JOHN ADAMS,S,"W,M",1,"['W,M']"
150131,0,IRAQ ISIS,S,"W,M",1,"['W,F']"
150131,1,FIRST MUSLIM ON INTEL COMMITTEE,D,"L,F",3,"['B,M', 'W,M', 'W,M']"
150131,2,DEA SPYING ON DRIVERS,S,"W,M",1,"['W,M']"
150131,3,UNHERALDED PLAYERS,D,"W,M",3,"['W,M', 'W,M', 'W,M']"
150131,4,BOOK WE MAMMALS IN HOSPITABLE TIMES,S,"W,F",1,"['W,F']"
150131,5,INSIDE ALZHEIMERS PT 2,S,"W,F",1,"['W,M']"
150131,6,SWEDEN SURSTROMMING REVISITED,D,"W,M",2,"['W,M', 'W,F']"
150131,7,DEON TAYLOR PROFILE,S,"B,F",3,"['B,M', 'W,M', 'B,F']"
150131,8,MUSIC DECEPTIVE CADENCE,S,"W,M",1,"['W,M']"
150201,0,UKRAINE UPDATE,S,"W,F",1,"['W,M']"
150201,1,MARISSA ALEXANDER RELEASE,S,"B,F",1,"['W,M']"
150201,2,OBESITY NEWS T&C,S,"W,F",1,"['W,M']"
150201,3,CITIZEN JOURNALISM IN MEXICO,S,"W,M",1,"['W,M']"
150201,4,CO UNDOCUMENTED DRIVERS,D,"W,F",3,"['L,F', 'W,M', 'L,M']"
150201,5,OCEAN EXTINCTION,S,"W,F",1,"['W,M']"
150201,6,COW RESCUE T&C,S,"W,M",1,"['W,M']"
150201,7,RAPPING THE NEWS,D,"W,M",2,"['B,M', 'B,M']"
150201,8,UNIVERSITY ENDOWMENTS,S,"W,F",1,"['W,F']"
150201,9,BOOK THE AGE OF DIGNITY,S,"W,M",1,"['A,F']"
150201,10,TV EMPIRE SUCCESS,S,"W,F",1,"['B,M']"
150201,11,MBB DAVID DUCHOVNY,S,"W,F",1,"['W,M']"
150207,0,MUNICH CONFERENCE UKRAINE,D,"W,F",4,"['W,F', 'W,M', 'W,M', 'W,M']"
150207,1,JORDAN DEVELOPMENTS,S,"W,M",1,"['W,M']"
150207,2,OSCAR ROMERO,D,"L,F",4,"['L,M', 'L,M', 'L,M', 'L.F']"
150207,3,MAFIABOY & THE BIG HACK,S,"W,F",1,"['W,M']"
150207,4,AFGHAN WAR RUGS,S,"B,F",1,"['W,M']"
150207,5,LANCE MACKEY PROFILE,S,"W,M",1,"['W,M']"
150207,6,PRIVACY AND DNA,S,"B,F",1,"['W,F']"
150207,7,BOOK SAPIENS,S,"W,M",1,"['W,M']"
150207,8,RICHARD SHELTON WORKSHOPS,S,"B,M",1,"['W,M']"
150207,9,MBB LELAND D MELVIN,S,"W,M",1,"['B,M']"
150208,0,ELIMINATING SOLITARY CONFINEMENT,S,"W,M",4,"['B,M', 'B,M', 'W,F', 'W,F']"
150208,1,DEAN SMITH OBIT,S,"W,M",1,"['W,M']"
150208,2,ANTHEM TURBOTAX UPDATE,S,"W,F",1,"['W,M']"
150208,3,BOOK PWER FORWARD,S,"W,F",1,"['B,M']"
150208,4,TV MOVIE FRESH OFF THE BOAT THE INTERVIEW,S,"W,F",1,"['A,M']"
150208,5,TAX MONEY FROM POT,D,"W,M",3,"['W,M', 'W,F', 'W,M']"
150208,6,MOVIE BIRTH OF A NATION AT 100,S,"W,M",2,"['W,M', 'B,M']"
150208,7,MUSIC RUDRESH MAHANTHAPPA,S,"W,M",1,"['A,M']"
150214,0,DENMARK SHOOTING,S,"B,F",1,"['W,M']"
150214,1,UKRAINE LATEST,S,"W,M",1,"['W,M']"
150214,2,AUMF POLITICS,S,"W,M",1,"['W,F']"
150214,3,CUBA NETFLIX,D,"W,F",2,"['W,F', 'L,M']"
150214,4,MOVIE HITS,S,"W,M",1,"['W,M']"
150214,5,BOOK LITTLE KNOWN BLACK HISTORIES,S,"W,F",1,"['B,M']"
150214,6,VALENTINES OFFICE ROMANCE,D,"A,F",4,"['W,F', 'W,M', 'B,M', 'W,F']"
150214,7,EGYPT JAZEERA DEFENDANT,D,"M,F",1,"['M,M']"
150214,8,BEARDS OF GRAND BUDAPEST,S,"W,M",2,"['W,F', 'W,M']"
150214,9,MUSIC ESTELLE,S,"B,F",1,"['B,F']"
150215,0,UKRAINE CEASEFIRE,S,"A,F",1,"['W,F']"
150215,1,ISIS FUNDING,D,"W,F",2,"['W,F', 'W,M']"
150215,2,SYRIA OFF BROADWAY,D,"W,F",2,"['M,M', 'O,F']"
150215,3,BRAZIL CARNIVAL EQUATORIAL GUINEA,S,"L,F",1,"['L,M']"
150215,4,MBB ADRIAN GARCIA MARQUEZ,S,"W,F",1,"['L,M']"
150215,5,MUSIC EDDIE HENDERSON,S,"W,M",1,"['B,M']"
150215,6,COLDEST CITY ON EARTH LIFE IN YAKUTSK,S,"W,M",2,"['W,M', 'A,M']"
150215,7,PROPOSED DRONE REGS,D,"B,M",3,"['B,M', 'W,M', 'W,M']"
150215,8,AMERICA LOVES SMOOTHIES,S,"W,F",1,"['W,F']"
150215,9,AMERICAN STANDUP IN ASIA,S,"W,M",1,"['W,M']"
150215,10,BOOK TRIGGER WARNING,S,"B,M",1,"['W,M']"
150221,0,DACA NEXT STEPS,D,"L,M",3,"['L,M', 'L,M', 'L,F']"
150221,1,PASCO POLICE SHOOTING,S,"W,M",1,"['L,M']"
150221,2,DRONE COMMERCE RULES,D,"W,M",2,"['W,M', 'W,M']"
150221,3,PORT OF LA POSTCARD,S,"W,M",3,"['A,M', 'W,M', 'A,M']"
150221,4,MOVIE WILD TALES,S,"B,F",1,"['L,M']"
150221,5,BECKY SULLIVAN PROFILE,S,"W,F",3,"['W,F', 'W,F', 'W,M']"
150221,6,PROFESSIONAL DUMPSTER DIVING,S,"W,M",1,"['W,M']"
150221,7,25 YEARS OF PHOTOSHOP,S,"B,F",1,"['W,M']"
150221,8,BOOK INTERSTELLAR AGE,S,"B,F",1,"['W,M']"
150221,9,MUSIC LEAD BELLY RETROSPECTIVE,S,"W,F",2,"['B,M', 'W,M']"
150222,0,AFGHANISTAN LATEST,D,"W,M",4,"['M,M', 'W,M', 'M,M', 'M,M']"
150222,1,SYRIAN RESTAURANT IN IRAQ,D,"W,M",3,"['M,M', 'M,F', 'M,M']"
150222,2,RIVERSIDE DROUGHT POSTCARD,S,"W,M",2,"['L,M', 'W,M']"
150222,3,PRISON NURSERIES,S,"W,F",1,"['W,F']"
150222,4,POWER OF SCENT,D,"W,F",5,"['W,M', 'O,M', 'W,F', 'W,F', 'W,M']"
150222,5,CLARK TERRY OBIT,D,"L,M",2,"['B,M', 'B,M']"
150222,6,HOUSE CHURCHES,D,"W,F",4,"['W,M', 'O,F', 'W,M', 'W,M']"
150222,7,DRUG EDUCATION WHERE POT IS LEGAL,D,"W,F",5,"['O,F', 'O,M', 'O,F', 'W,M', 'O,F']"
150222,8,MARVEL COMICS A FORCE,S,"B,M",1,"['W,F']"
150222,9,BOOK MUSIC KIM GORDON,S,"W,M",1,"['W,F']"
140315,0,UKRAINE KIEV TWO WAY,S,"W,F",1,"['W,F']"
140315,1,GRIEVING FOR THE MISSING,S,"W,M",2,"['A,M', 'W,F']"
140315,2,UNEMPLOYMENT CHECK IN,S,"W,M",2,"['W,F', 'W,F']"
140315,3,SYRIA AID,S,"W,F",1,"['W,M']"
140315,4,THE CIA AND CONGRESS,S,"W,M",2,"['W,F', 'W,M']"
140315,5,SPORTS CHAT,S,"W,M",1,"['L,M']"
140315,6,GREECE NO INCOME,D,"W,F",4,"['W,M', 'W,F', 'W,F', 'W,M']"
140315,7,THE NEW AND THE NEXT,S,"B,F",1,"['B,M']"
140315,8,MUSIC BETTO ARCOS,S,"W,M",1,"['L,M']"
140316,0,UKRAINE CRIMEA VOTING,S,"W,F",1,"['W,M']"
140316,1,VENEZUELA CIVIL UNREST,S,"W,M",1,"['L,F']"
140316,2,PHOTO ID ERROR,S,"W,F",1,"['W,F']"
140316,3,KANSAS LEGISLATURE,D,"W,M",6,"['W,F', 'W,M', 'W,M', 'W,M', 'W,M', 'W,M']"
140316,4,SIKHS & US ARMY,S,"W,F",1,"['A,M']"
140316,5,ONLINE DATING FOR MISSIONARIES,S,"B,F",1,"['W,M']"
140316,6,KIDS TABLE KIDS AND IPADS,S,"W,F",1,"['W,M']"
140316,7,O'NAN MUST READ,D,"W,F",1,"['W,M']"
140316,8,MOVIE LE WEEKEND,S,"B,F",1,"['M,M']"
140316,9,MBB JUNE AMBROSE,S,"B,F",1,"['B,F']"
140316,10,MUSIC AMBROSE AKINMUSIRE,S,"W,F",1,"['B,M']"
140308,0,MALAYSIA PLANE,S,"W,M",1,"['W,M']"
140308,1,CRIMEAN FORCES,D,"W,F",3,"['W,M', 'W,M', 'W,M']"
140308,2,RUSSIA AND SANCTIONS,S,"W,M",1,"['W,M']"
140308,3,MICHOACAN VIGILANTES,S,"W,F",1,"['W,F']"
140308,4,THE NEW AND THE NEXT,S,"B,F",1,"['B,M']"
140308,5,MUSLIM FRATERNITY,S,"W,F",1,"['M,M']"
140308,6,RUNNING WITH MULTIPLE SCLEROSIS,S,"W,M",2,"['W,F', 'W,M']"
140308,7,MOVIE KIDS FOR CASH,S,"W,M",2,"['W,M', 'W,M']"
140308,8,MBB ED HARRIS,S,"B,F",1,"['W,M']"
140308,9,MUSIC ALOE BLACC,S,"B,F",1,"['B,M']"
140309,0,MALAYSIA PLANE,S,"W,M",1,"['W,M']"
140309,1,UKRAINE LATEST,S,"B,F",1,"['W,F']"
140309,2,UKRAINE AND NUCLEAR AGREEMENT,S,"W,M",1,"['W,M']"
140309,3,CHINA TORTURE,S,"W,F",1,"['A,F']"
140309,4,PSYCHEDELIC RESEARCH,S,"W,M",6,"['W,M', 'W,M', 'W,M', 'W,F', 'W,M', 'W,M']"
140309,5,QUEBEC LANGUAGE LAWS,S,"W,M",1,"['W,F']"
140309,6,BOOK BOY SNOW BIRD,S,"W,F",1,"['B,F']"
140309,7,MUSIC DIANE REEVES,S,"W,F",1,"['B,F']"
